id,climate,type,vav_min_frac,vintage,vav_sizing,heating_sp,cooling_sp,terminal_heating,central_heating,cooling,fans,hvac
HighNewVAVAuto.Miami.hsp17.67.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,17.67,22.22,0.01997162,0,17.17064448,1.94484696,19.14023504
HighNewVAVAuto.Miami.hsp18.17.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,18.17,22.22,0.04312456,0,17.17276536,1.94484696,19.16550886
HighNewVAVAuto.Miami.hsp18.89.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,18.89,22.22,0.11859254,0,17.17965822,1.94520044,19.24822318
HighNewVAVAuto.Miami.hsp19.17.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,19.17,22.22,0.17355868,0,17.18478368,1.94555392,19.30866826
HighNewVAVAuto.Miami.hsp19.44.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,19.44,22.22,0.24938014,0,17.19185328,1.94608414,19.39208954
HighNewVAVAuto.Miami.hsp19.72.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,19.72,22.22,0.35913568,0,17.20157398,1.9467911,19.51227274
HighNewVAVAuto.Miami.hsp20.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,20,22.22,0.51095534,0,17.21588992,1.94802828,19.67964552
HighNewVAVAuto.Miami.hsp20.28.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,20.28,22.22,0.71880158,0,17.23586154,1.94979568,19.90923078
HighNewVAVAuto.Miami.hsp20.56.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,20.56,22.22,1.00229254,0,17.26537712,1.95280026,20.2252419
HighNewVAVAuto.Miami.hsp20.83.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,20.83,22.22,1.3688513,0,17.3037297,1.95686528,20.63421826
HighNewVAVAuto.Miami.hsp21.11.csp22.22,Miami,HighNewVAVAuto,High,New,TRUE,21.11,22.22,1.87680206,0,17.3594028,1.96287444,21.20385128
HighNewVAVAuto.Miami.hsp21.11.csp22.5,Miami,HighNewVAVAuto,High,New,TRUE,21.11,22.5,1.43300792,0,16.87813978,1.86054198,20.17646166
HighNewVAVAuto.Miami.hsp21.11.csp22.78,Miami,HighNewVAVAuto,High,New,TRUE,21.11,22.78,1.0896021,0,16.40783464,1.7647489,19.26695762
HighNewVAVAuto.Miami.hsp21.11.csp23.06,Miami,HighNewVAVAuto,High,New,TRUE,21.11,23.06,0.84517068,0,15.96280332,1.67620216,18.48894814
HighNewVAVAuto.Miami.hsp21.11.csp23.33,Miami,HighNewVAVAuto,High,New,TRUE,21.11,23.33,0.66966786,0,15.55011542,1.59578546,17.82034072
HighNewVAVAuto.Miami.hsp21.11.csp23.61,Miami,HighNewVAVAuto,High,New,TRUE,21.11,23.61,0.5284526,0,15.1315951,1.51784312,17.1826628
HighNewVAVAuto.Miami.hsp21.11.csp23.89,Miami,HighNewVAVAuto,High,New,TRUE,21.11,23.89,0.41922728,0.00017674,14.722442,1.4448495,16.5914675
HighNewVAVAuto.Miami.hsp21.11.csp24.17,Miami,HighNewVAVAuto,High,New,TRUE,21.11,24.17,0.33421534,0.00035348,14.3212422,1.3759209,16.0365039
HighNewVAVAuto.Miami.hsp21.11.csp24.44,Miami,HighNewVAVAuto,High,New,TRUE,21.11,24.44,0.27005872,0.00053022,13.9377164,1.31335494,15.52643226
HighNewVAVAuto.Miami.hsp21.11.csp24.72,Miami,HighNewVAVAuto,High,New,TRUE,21.11,24.72,0.22057152,0.00106044,13.5550743,1.25184942,15.03332766
HighNewVAVAuto.Miami.hsp21.11.csp25,Miami,HighNewVAVAuto,High,New,TRUE,21.11,25,0.1811585,0.00159066,13.17526004,1.1938787,14.55665988
HighNewVAVAuto.Miami.hsp21.11.csp25.28,Miami,HighNewVAVAuto,High,New,TRUE,21.11,25.28,0.14987552,0.00229762,12.79898058,1.13944278,14.09536848
HighNewVAVAuto.Miami.hsp21.11.csp25.56,Miami,HighNewVAVAuto,High,New,TRUE,21.11,25.56,0.12583888,0.00318132,12.43860772,1.08801144,13.66041134
HighNewVAVAuto.Miami.hsp21.11.csp25.83,Miami,HighNewVAVAuto,High,New,TRUE,21.11,25.83,0.1078114,0.00406502,12.1058063,1.04117534,13.26363004
HighNewVAVAuto.Miami.hsp21.11.csp26.11,Miami,HighNewVAVAuto,High,New,TRUE,21.11,26.11,0.09208154,0.0053022,11.7602796,0.99486946,12.85730478
HighNewVAVAuto.Miami.hsp21.11.csp26.39,Miami,HighNewVAVAuto,High,New,TRUE,21.11,26.39,0.07935626,0.00689286,11.41599008,0.9508612,12.45787238
HighNewVAVAuto.Miami.hsp21.11.csp26.67,Miami,HighNewVAVAuto,High,New,TRUE,21.11,26.67,0.06857512,0.00901374,11.07311448,0.90879708,12.0642724
HighNewVAVAuto.Miami.hsp21.11.csp26.94,Miami,HighNewVAVAuto,High,New,TRUE,21.11,26.94,0.05973812,0.01184158,10.74420134,0.87009102,11.69064404
HighNewVAVAuto.Miami.hsp21.11.csp27.22,Miami,HighNewVAVAuto,High,New,TRUE,21.11,27.22,0.0521383,0.01572986,10.39814442,0.83191518,11.30269974
HighNewVAVAuto.Miami.hsp21.11.csp27.5,Miami,HighNewVAVAuto,High,New,TRUE,21.11,27.5,0.0459524,0.01979488,10.06233842,0.79462304,10.92748072
HighNewVAVAuto.Miami.hsp21.11.csp27.78,Miami,HighNewVAVAuto,High,New,TRUE,21.11,27.78,0.04082694,0.02173902,9.73201136,0.75892156,10.55827086
HighNewVAVAuto.Miami.hsp21.11.csp28.06,Miami,HighNewVAVAuto,High,New,TRUE,21.11,28.06,0.03640844,0.02439012,9.4078702,0.724634,10.19807474
HighNewVAVAuto.Miami.hsp21.11.csp28.33,Miami,HighNewVAVAuto,High,New,TRUE,21.11,28.33,0.0326969,0.02810166,9.1082959,0.69317428,9.86704072
HighNewVAVAuto.Miami.hsp21.11.csp28.61,Miami,HighNewVAVAuto,High,New,TRUE,21.11,28.61,0.02933884,0.02986906,8.8051868,0.66242152,9.5315882
HighNewVAVAuto.Miami.hsp21.11.csp28.89,Miami,HighNewVAVAuto,High,New,TRUE,21.11,28.89,0.02668774,0.03057602,8.50437532,0.63343616,9.19984722
HighNewVAVAuto.Miami.hsp21.11.csp29.17,Miami,HighNewVAVAuto,High,New,TRUE,21.11,29.17,0.02439012,0.03022254,8.21522868,0.60674842,8.88136174
HighNewVAVAuto.Miami.hsp21.11.csp29.44,Miami,HighNewVAVAuto,High,New,TRUE,21.11,29.44,0.02244598,0.02880862,7.94022124,0.5823583,8.57860612
HighNewVAVAuto.Miami.hsp21.11.csp29.72,Miami,HighNewVAVAuto,High,New,TRUE,21.11,29.72,0.02085532,0.02757144,7.66150226,0.5584984,8.2731994
HighNewVAVAuto.Miami.hsp21.11.csp30,Miami,HighNewVAVAuto,High,New,TRUE,21.11,30,0.0194414,0.02633426,7.38985288,0.53622916,7.97662968
HighNewVAVAuto.Phoenix.hsp17.67.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,17.67,22.22,0.85736574,0.00777656,14.85429004,2.13378202,17.85798634
HighNewVAVAuto.Phoenix.hsp18.17.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,18.17,22.22,1.18892998,0.00565568,14.85923876,2.13201462,18.19061102
HighNewVAVAuto.Phoenix.hsp18.89.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,18.89,22.22,1.86743484,0.0035348,14.87231752,2.13077744,18.87883658
HighNewVAVAuto.Phoenix.hsp19.17.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,19.17,22.22,2.20695238,0.00300458,14.87991734,2.13077744,19.22542372
HighNewVAVAuto.Phoenix.hsp19.44.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,19.44,22.22,2.580404,0.0026511,14.88963804,2.13130766,19.60877278
HighNewVAVAuto.Phoenix.hsp19.72.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,19.72,22.22,3.01765876,0.00212088,14.90218658,2.1323681,20.0591063
HighNewVAVAuto.Phoenix.hsp20.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,20,22.22,3.50775878,0.00159066,14.91756296,2.13395876,20.56564314
HighNewVAVAuto.Phoenix.hsp20.28.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,20.28,22.22,4.06007128,0.00141392,14.93771132,2.13625638,21.14022488
HighNewVAVAuto.Phoenix.hsp20.56.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,20.56,22.22,4.67777758,0.00106044,14.96386884,2.13961444,21.78709328
HighNewVAVAuto.Phoenix.hsp20.83.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,20.83,22.22,5.34532456,0.0008837,14.99585878,2.14403294,22.49087196
HighNewVAVAuto.Phoenix.hsp21.11.csp22.22,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,22.22,6.12527818,0.00070696,15.03721594,2.15021884,23.3181919
HighNewVAVAuto.Phoenix.hsp21.11.csp22.5,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,22.5,5.46904256,0.00123718,14.5907707,2.04611898,22.1119414
HighNewVAVAuto.Phoenix.hsp21.11.csp22.78,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,22.78,4.8974654,0.00194414,14.16252968,1.94997242,21.01668362
HighNewVAVAuto.Phoenix.hsp21.11.csp23.06,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,23.06,4.40188644,0.00300458,13.7521394,1.86124894,20.02305134
HighNewVAVAuto.Phoenix.hsp21.11.csp23.33,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,23.33,3.98513352,0.00477198,13.37709712,1.78047876,19.15225336
HighNewVAVAuto.Phoenix.hsp21.11.csp23.61,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,23.61,3.5984264,0.00759982,12.99622242,1.70147598,18.3084966
HighNewVAVAuto.Phoenix.hsp21.11.csp23.89,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,23.89,3.27393176,0.01166484,12.63920762,1.6268917,17.5564679
HighNewVAVAuto.Phoenix.hsp21.11.csp24.17,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,24.17,2.96905526,0.01732052,12.2798952,1.5570794,16.82812236
HighNewVAVAuto.Phoenix.hsp21.11.csp24.44,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,24.44,2.7085405,0.02456686,11.94196832,1.49469018,16.17453784
HighNewVAVAuto.Phoenix.hsp21.11.csp24.72,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,24.72,2.46693692,0.0344643,11.60280426,1.4333614,15.54233886
HighNewVAVAuto.Phoenix.hsp21.11.csp25,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,25,2.27535076,0.04577566,11.28202116,1.37450698,14.98242654
HighNewVAVAuto.Phoenix.hsp21.11.csp25.28,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,25.28,2.0934853,0.06079856,10.9640659,1.3184804,14.44160214
HighNewVAVAuto.Phoenix.hsp21.11.csp25.56,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,25.56,1.9450237,0.07758886,10.66413812,1.26563514,13.9571578
HighNewVAVAuto.Phoenix.hsp21.11.csp25.83,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,25.83,1.81317566,0.0963233,10.3808239,1.21650142,13.51159626
HighNewVAVAuto.Phoenix.hsp21.11.csp26.11,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,26.11,1.68769026,0.11912276,10.08990986,1.16807466,13.06956952
HighNewVAVAuto.Phoenix.hsp21.11.csp26.39,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,26.39,1.57139534,0.14616398,9.80535846,1.12194552,12.64963528
HighNewVAVAuto.Phoenix.hsp21.11.csp26.67,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,26.67,1.46482112,0.17744696,9.52734644,1.0772303,12.2516168
HighNewVAVAuto.Phoenix.hsp21.11.csp26.94,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,26.94,1.37044196,0.21244148,9.26630146,1.03604988,11.89000676
HighNewVAVAuto.Phoenix.hsp21.11.csp27.22,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,27.22,1.28649046,0.25203124,9.01409348,0.99221836,11.54960552
HighNewVAVAuto.Phoenix.hsp21.11.csp27.5,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,27.5,1.20748768,0.2986906,8.75428568,0.95227512,11.21751106
HighNewVAVAuto.Phoenix.hsp21.11.csp27.78,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,27.78,1.13414058,0.3137135,8.49783594,0.91392254,10.86438454
HighNewVAVAuto.Phoenix.hsp21.11.csp28.06,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,28.06,1.06644916,0.3296201,8.25057668,0.87716062,10.52857854
HighNewVAVAuto.Phoenix.hsp21.11.csp28.33,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,28.33,1.00635756,0.34835454,8.01639618,0.84358002,10.21946028
HighNewVAVAuto.Phoenix.hsp21.11.csp28.61,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,28.61,0.94838684,0.3720377,7.7712578,0.81052964,9.90698396
HighNewVAVAuto.Phoenix.hsp21.11.csp28.89,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,28.89,0.8951881,0.39996262,7.52894726,0.77960014,9.6084701
HighNewVAVAuto.Phoenix.hsp21.11.csp29.17,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,29.17,0.84693808,0.43000842,7.29512024,0.75132174,9.32816046
HighNewVAVAuto.Phoenix.hsp21.11.csp29.44,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,29.44,0.80664136,0.42824102,7.07949744,0.7264014,9.0455532
HighNewVAVAuto.Phoenix.hsp21.11.csp29.72,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,29.72,0.76828878,0.4285945,6.86210724,0.70201128,8.76577378
HighNewVAVAuto.Phoenix.hsp21.11.csp30,Phoenix,HighNewVAVAuto,High,New,TRUE,21.11,30,0.7325873,0.43053864,6.64966576,0.6795653,8.49712898
HighNewVAVAuto.Fresno.hsp17.67.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,17.67,22.22,1.41462696,0.00777656,3.28577334,1.5447076,6.25765644
HighNewVAVAuto.Fresno.hsp18.17.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,18.17,22.22,2.10656406,0.00583242,3.28895466,1.54400064,6.95012376
HighNewVAVAuto.Fresno.hsp18.89.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,18.89,22.22,3.48478258,0.00388828,3.29690796,1.54453086,8.33488166
HighNewVAVAuto.Fresno.hsp19.17.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,19.17,22.22,4.15445044,0.00335806,3.30114972,1.54523782,9.00896802
HighNewVAVAuto.Fresno.hsp19.44.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,19.44,22.22,4.87519616,0.00282784,3.30627518,1.54682848,9.73589964
HighNewVAVAuto.Fresno.hsp19.72.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,19.72,22.22,5.70552068,0.00247436,3.31228434,1.54859588,10.57364724
HighNewVAVAuto.Fresno.hsp20.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,20,22.22,6.62562912,0.00212088,3.31953068,1.55124698,11.50329964
HighNewVAVAuto.Fresno.hsp20.28.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,20.28,22.22,7.63905628,0.0017674,3.32872116,1.55513526,12.52945208
HighNewVAVAuto.Fresno.hsp20.56.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,20.56,22.22,8.74385802,0.00159066,3.33985578,1.5597305,13.64980694
HighNewVAVAuto.Fresno.hsp20.83.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,20.83,22.22,9.89001692,0.00123718,3.3527578,1.56485596,14.81363984
HighNewVAVAuto.Fresno.hsp21.11.csp22.22,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,22.22,11.15529858,0.00106044,3.36707374,1.5712186,16.09942334
HighNewVAVAuto.Fresno.hsp21.11.csp22.5,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,22.5,10.21663244,0.0017674,3.2095984,1.49469018,14.9274604
HighNewVAVAuto.Fresno.hsp21.11.csp22.78,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,22.78,9.36668978,0.00247436,3.06308094,1.42399418,13.86101124
HighNewVAVAuto.Fresno.hsp21.11.csp23.06,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,23.06,8.58850356,0.0035348,2.92557722,1.35753994,12.8799275
HighNewVAVAuto.Fresno.hsp21.11.csp23.33,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,23.33,7.85715344,0.00494872,2.79019438,1.29267636,11.94974488
HighNewVAVAuto.Fresno.hsp21.11.csp23.61,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,23.61,7.20374566,0.0070696,2.6625881,1.23170106,11.1098764
HighNewVAVAuto.Fresno.hsp21.11.csp23.89,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,23.89,6.6056575,0.0106044,2.54028402,1.1735536,10.3348715
HighNewVAVAuto.Fresno.hsp21.11.csp24.17,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,24.17,6.0241829,0.01608334,2.41568232,1.11416896,9.5748895
HighNewVAVAuto.Fresno.hsp21.11.csp24.44,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,24.44,5.52330174,0.02279946,2.30097806,1.0595563,8.91140754
HighNewVAVAuto.Fresno.hsp21.11.csp24.72,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,24.72,5.06395448,0.0326969,2.19033882,1.00724126,8.29900344
HighNewVAVAuto.Fresno.hsp21.11.csp25,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,25,4.6703545,0.04577566,2.09189464,0.96040516,7.77320194
HighNewVAVAuto.Fresno.hsp21.11.csp25.28,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,25.28,4.28488456,0.06610076,1.99150632,0.9119784,7.25924202
HighNewVAVAuto.Fresno.hsp21.11.csp25.56,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,25.56,3.94801812,0.09243502,1.9034898,0.8677934,6.81650832
HighNewVAVAuto.Fresno.hsp21.11.csp25.83,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,25.83,3.65180188,0.12566214,1.82254288,0.82678972,6.4315686
HighNewVAVAuto.Fresno.hsp21.11.csp26.11,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,26.11,3.37113876,0.1714378,1.74159596,0.78613952,6.07508402
HighNewVAVAuto.Fresno.hsp21.11.csp26.39,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,26.39,3.11751686,0.23135266,1.66471406,0.74778694,5.7661425
HighNewVAVAuto.Fresno.hsp21.11.csp26.67,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,26.67,2.9091404,0.29816038,1.6047992,0.71597374,5.5328457
HighNewVAVAuto.Fresno.hsp21.11.csp26.94,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,26.94,2.72833538,0.37627946,1.54629826,0.68769534,5.34338042
HighNewVAVAuto.Fresno.hsp21.11.csp27.22,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,27.22,2.55954868,0.4701284,1.49221582,0.66065412,5.187319
HighNewVAVAuto.Fresno.hsp21.11.csp27.5,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,27.5,2.4010129,0.55160554,1.43724968,0.63431986,5.02895996
HighNewVAVAuto.Fresno.hsp21.11.csp27.78,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,27.78,2.25237456,0.58995812,1.38246028,0.60833908,4.83790402
HighNewVAVAuto.Fresno.hsp21.11.csp28.06,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,28.06,2.11434062,0.64015228,1.3299685,0.58306526,4.67229864
HighNewVAVAuto.Fresno.hsp21.11.csp28.33,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,28.33,1.99026914,0.70413216,1.28012782,0.5593821,4.5386832
HighNewVAVAuto.Fresno.hsp21.11.csp28.61,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,28.61,1.8699092,0.7891441,1.23028714,0.53534546,4.42945788
HighNewVAVAuto.Fresno.hsp21.11.csp28.89,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,28.89,1.76174432,0.8881185,1.18716258,0.51289948,4.35469686
HighNewVAVAuto.Fresno.hsp21.11.csp29.17,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,29.17,1.6657745,0.90985752,1.14386128,0.49275112,4.2170164
HighNewVAVAuto.Fresno.hsp21.11.csp29.44,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,29.44,1.58058582,0.87521648,1.10303434,0.47419342,4.03780204
HighNewVAVAuto.Fresno.hsp21.11.csp29.72,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,29.72,1.49751802,0.8403987,1.06291436,0.45545898,3.86106204
HighNewVAVAuto.Fresno.hsp21.11.csp30,Fresno,HighNewVAVAuto,High,New,TRUE,21.11,30,1.42222678,0.80805528,1.02279438,0.43796172,3.69581014
HighNewVAVAuto.San.Francisco.hsp17.67.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,17.67,22.22,1.2919694,0.07476102,8.11271948,1.65676076,11.14098264
HighNewVAVAuto.San.Francisco.hsp18.17.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,18.17,22.22,1.73187526,0.06044508,8.11431014,1.65216552,11.56356798
HighNewVAVAuto.San.Francisco.hsp18.89.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,18.89,22.22,2.60903588,0.04365478,8.11890538,1.6472168,12.42358482
HighNewVAVAuto.San.Francisco.hsp19.17.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,19.17,22.22,3.03833734,0.0379991,8.12226344,1.64615636,12.84952822
HighNewVAVAuto.San.Francisco.hsp19.44.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,19.44,22.22,3.50705182,0.03305038,8.12632846,1.64562614,13.31682878
HighNewVAVAuto.San.Francisco.hsp19.72.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,19.72,22.22,4.04858318,0.02863188,8.1326911,1.64562614,13.86030428
HighNewVAVAuto.San.Francisco.hsp20.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,20,22.22,4.65055962,0.0247436,8.14046766,1.64615636,14.46669922
HighNewVAVAuto.San.Francisco.hsp20.28.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,20.28,22.22,5.31686942,0.0212088,8.15107206,1.64739354,15.1413158
HighNewVAVAuto.San.Francisco.hsp20.56.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,20.56,22.22,6.05316826,0.01820422,8.16556474,1.64933768,15.89104688
HighNewVAVAuto.San.Francisco.hsp20.83.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,20.83,22.22,6.8389543,0.01572986,8.18553636,1.652519,16.6975115
HighNewVAVAuto.San.Francisco.hsp21.11.csp22.22,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,22.22,7.74138874,0.01343224,8.21204736,1.65729098,17.6289313
HighNewVAVAuto.San.Francisco.hsp21.11.csp22.5,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,22.5,6.9564864,0.02191576,7.91901244,1.57263252,16.4748191
HighNewVAVAuto.San.Francisco.hsp21.11.csp22.78,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,22.78,6.27391652,0.03481778,7.64506544,1.49415996,15.45273168
HighNewVAVAuto.San.Francisco.hsp21.11.csp23.06,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,23.06,5.70039522,0.05266852,7.3894994,1.42222678,14.5695619
HighNewVAVAuto.San.Francisco.hsp21.11.csp23.33,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,23.33,5.20251864,0.07635168,7.14966322,1.35612602,13.78943154
HighNewVAVAuto.San.Francisco.hsp21.11.csp23.61,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,23.61,4.74493878,0.10569052,6.91601294,1.29232288,13.0637371
HighNewVAVAuto.San.Francisco.hsp21.11.csp23.89,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,23.89,4.3363159,0.14421984,6.69261358,1.23240802,12.41032932
HighNewVAVAuto.San.Francisco.hsp21.11.csp24.17,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,24.17,3.95314358,0.19211638,6.4766373,1.17479078,11.80146002
HighNewVAVAuto.San.Francisco.hsp21.11.csp24.44,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,24.44,3.6293559,0.24690578,6.27568392,1.12282922,11.2795468
HighNewVAVAuto.San.Francisco.hsp21.11.csp24.72,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,24.72,3.3368512,0.31353676,6.0772049,1.07175136,10.8041162
HighNewVAVAuto.San.Francisco.hsp21.11.csp25,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,25,3.06361116,0.39271628,5.87819566,1.02279438,10.36208946
HighNewVAVAuto.San.Francisco.hsp21.11.csp25.28,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,25.28,2.81582168,0.48497456,5.68342818,0.9764885,9.9654849
HighNewVAVAuto.San.Francisco.hsp21.11.csp25.56,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,25.56,2.60991958,0.5814746,5.49997206,0.93354068,9.6296789
HighNewVAVAuto.San.Francisco.hsp21.11.csp25.83,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,25.83,2.4531512,0.67267244,5.33878518,0.89624854,9.36562934
HighNewVAVAuto.San.Francisco.hsp21.11.csp26.11,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,26.11,2.29373172,0.78066058,5.16664042,0.85842618,9.10423088
HighNewVAVAuto.San.Francisco.hsp21.11.csp26.39,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,26.39,2.14862818,0.89677876,4.99873742,0.82254796,8.8714643
HighNewVAVAuto.San.Francisco.hsp21.11.csp26.67,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,26.67,2.01059424,0.96217256,4.83330878,0.78773018,8.59857774
HighNewVAVAuto.San.Francisco.hsp21.11.csp26.94,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,26.94,1.8893506,1.00176232,4.67689388,0.7555635,8.32834228
HighNewVAVAuto.San.Francisco.hsp21.11.csp27.22,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,27.22,1.78259964,1.04329622,4.5377995,0.72392704,8.09239438
HighNewVAVAuto.San.Francisco.hsp21.11.csp27.5,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,27.5,1.68150436,1.0931369,4.3858031,0.69317428,7.85839062
HighNewVAVAuto.San.Francisco.hsp21.11.csp27.78,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,27.78,1.5862415,1.15093088,4.23716476,0.66348196,7.64259108
HighNewVAVAuto.San.Francisco.hsp21.11.csp28.06,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,28.06,1.50105282,1.21985948,4.09047056,0.6353803,7.45153514
HighNewVAVAuto.San.Francisco.hsp21.11.csp28.33,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,28.33,1.42417092,1.29444376,3.95243662,0.60939952,7.2852228
HighNewVAVAuto.San.Francisco.hsp21.11.csp28.61,San Francisco,HighNewVAVAuto,High,New,TRUE,21.11,28.61,1.35064708,1.30310402,3.81563986,0.58377222,7.05793516
