id,climate,type,vav_min_frac,vintage,vav_sizing,heating_sp,cooling_sp,terminal_heating,central_heating,cooling,fans,hvac
LowNewVAVAuto.San.Francisco.hsp17.67.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,17.67,22.22,0.23312006,1.1187642,7.67546472,1.35771668,10.38983764
LowNewVAVAuto.San.Francisco.hsp18.17.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,18.17,22.22,0.30682064,1.11593636,7.67599494,1.3573632,10.46088712
LowNewVAVAuto.San.Francisco.hsp18.89.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,18.89,22.22,0.46800752,1.1099272,7.67740886,1.3573632,10.61747876
LowNewVAVAuto.San.Francisco.hsp19.17.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,19.17,22.22,0.5514288,1.10656914,7.67829256,1.3573632,10.69842568
LowNewVAVAuto.San.Francisco.hsp19.44.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,19.44,22.22,0.64527774,1.10268086,7.679353,1.35753994,10.78962352
LowNewVAVAuto.San.Francisco.hsp19.72.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,19.72,22.22,0.75874482,1.09790888,7.68076692,1.35789342,10.90008602
LowNewVAVAuto.San.Francisco.hsp20.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,20,22.22,0.8890022,1.09189972,7.68271106,1.35807016,11.02645512
LowNewVAVAuto.San.Francisco.hsp20.28.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,20.28,22.22,1.04029164,1.0842999,7.68518542,1.35860038,11.17314932
LowNewVAVAuto.San.Francisco.hsp20.56.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,20.56,22.22,1.2159712,1.07475594,7.68836674,1.35966082,11.34352668
LowNewVAVAuto.San.Francisco.hsp20.83.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,20.83,22.22,1.4112689,1.06326784,7.69225502,1.36072126,11.532285
LowNewVAVAuto.San.Francisco.hsp21.11.csp22.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,22.22,1.64173786,1.04859842,7.69720374,1.36213518,11.75444718
LowNewVAVAuto.San.Francisco.hsp21.11.csp22.5,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,22.5,1.50635502,1.06256088,7.43527506,1.29409028,11.30305322
LowNewVAVAuto.San.Francisco.hsp21.11.csp22.78,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,22.78,1.39059032,1.06326784,7.18465774,1.23046388,10.87375176
LowNewVAVAuto.San.Francisco.hsp21.11.csp23.06,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,23.06,1.29338332,1.05884934,6.94658896,1.17072576,10.47431936
LowNewVAVAuto.San.Francisco.hsp21.11.csp23.33,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,23.33,1.2124364,1.05036582,6.72301286,1.11646658,10.10705364
LowNewVAVAuto.San.Francisco.hsp21.11.csp23.61,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,23.61,1.13714516,1.03498944,6.50032046,1.06326784,9.74049488
LowNewVAVAuto.San.Francisco.hsp21.11.csp23.89,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,23.89,1.06945374,1.01236672,6.28823246,1.0136039,9.3884288
LowNewVAVAuto.San.Francisco.hsp21.11.csp24.17,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,24.17,1.00635756,0.97772568,6.08215362,0.96659106,9.0375999
LowNewVAVAuto.San.Francisco.hsp21.11.csp24.44,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,24.44,0.95227512,0.93636852,5.88915354,0.92399672,8.70656588
LowNewVAVAuto.San.Francisco.hsp21.11.csp24.72,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,24.72,0.90296466,0.89006264,5.6972139,0.8819326,8.37694578
LowNewVAVAuto.San.Francisco.hsp21.11.csp25,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,25,0.85665878,0.83986848,5.50562774,0.8421661,8.04909308
LowNewVAVAuto.San.Francisco.hsp21.11.csp25.28,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,25.28,0.81494814,0.78949758,5.31757638,0.80469722,7.7314913
LowNewVAVAuto.San.Francisco.hsp21.11.csp25.56,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,25.56,0.7785397,0.74460562,5.13394352,0.76864226,7.43050308
LowNewVAVAuto.San.Francisco.hsp21.11.csp25.83,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,25.83,0.74973108,0.70802044,4.96498008,0.73541514,7.16291872
LowNewVAVAuto.San.Francisco.hsp21.11.csp26.11,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,26.11,0.72127594,0.6707283,4.78912378,0.70271824,6.88861824
LowNewVAVAuto.San.Francisco.hsp21.11.csp26.39,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,26.39,0.69529516,0.636264,4.61839294,0.67178874,6.62651282
LowNewVAVAuto.San.Francisco.hsp21.11.csp26.67,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,26.67,0.67125852,0.60339036,4.45243408,0.6424499,6.37430484
LowNewVAVAuto.San.Francisco.hsp21.11.csp26.94,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,26.94,0.65022646,0.57405152,4.29619592,0.61558542,6.1408313
LowNewVAVAuto.San.Francisco.hsp21.11.csp27.22,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,27.22,0.63078506,0.547894,4.15003194,0.58836746,5.92185044
LowNewVAVAuto.San.Francisco.hsp21.11.csp27.5,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,27.5,0.61258084,0.52262018,3.99856576,0.56274016,5.70127892
LowNewVAVAuto.San.Francisco.hsp21.11.csp27.78,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,27.78,0.5956138,0.49787658,3.85098786,0.53835004,5.48760026
LowNewVAVAuto.San.Francisco.hsp21.11.csp28.06,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,28.06,0.5805909,0.47507712,3.70659128,0.51537384,5.28240512
LowNewVAVAuto.San.Francisco.hsp21.11.csp28.33,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,28.33,0.56698192,0.45386832,3.57156192,0.49451852,5.09170266
LowNewVAVAuto.San.Francisco.hsp21.11.csp28.61,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,28.61,0.55390316,0.433013,3.43511864,0.47437016,4.90117694
LowNewVAVAuto.San.Francisco.hsp21.11.csp28.89,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,28.89,0.54206158,0.41392508,3.30185668,0.45492876,4.71754408
LowNewVAVAuto.San.Francisco.hsp21.11.csp29.17,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,29.17,0.53092696,0.39554412,3.17142256,0.43637106,4.53903668
LowNewVAVAuto.San.Francisco.hsp21.11.csp29.44,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,29.44,0.521383,0.3791073,3.05035566,0.41940402,4.37502196
LowNewVAVAuto.San.Francisco.hsp21.11.csp29.72,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,29.72,0.512546,0.3640844,2.92540048,0.40243698,4.20923984
LowNewVAVAuto.San.Francisco.hsp21.11.csp30,San Francisco,LowNewVAVAuto,Low,New,TRUE,21.11,30,0.50441596,0.34959172,2.8048638,0.38670712,4.05035058
LowNewVAVAuto.Baltimore.hsp17.67.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,17.67,22.22,1.51713616,4.01623976,6.7284918,1.3290848,13.5957245
LowNewVAVAuto.Baltimore.hsp18.17.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,18.17,22.22,1.7302846,3.9952077,6.73008246,1.3264337,13.78678044
LowNewVAVAuto.Baltimore.hsp18.89.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,18.89,22.22,2.12635894,3.9545575,6.73485444,1.32236868,14.14291154
LowNewVAVAuto.Baltimore.hsp19.17.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,19.17,22.22,2.31211268,3.93476262,6.73785902,1.32095476,14.31046106
LowNewVAVAuto.Baltimore.hsp19.44.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,19.44,22.22,2.51076844,3.91320034,6.74192404,1.31971758,14.49038238
LowNewVAVAuto.Baltimore.hsp19.72.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,19.72,22.22,2.73558172,3.88721956,6.74687276,1.31830366,14.69274968
LowNewVAVAuto.Baltimore.hsp20.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,20,22.22,2.98231076,3.85788072,6.75341214,1.31741996,14.91579556
LowNewVAVAuto.Baltimore.hsp20.28.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,20.28,22.22,3.25166252,3.82447686,6.76065848,1.31618278,15.15775262
LowNewVAVAuto.Baltimore.hsp20.56.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,20.56,22.22,3.5471718,3.7866545,6.77020244,1.31565256,15.42445328
LowNewVAVAuto.Baltimore.hsp20.83.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,20.83,22.22,3.85752724,3.74547408,6.78133706,1.31529908,15.70440944
LowNewVAVAuto.Baltimore.hsp21.11.csp22.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,22.22,4.20888636,3.69793102,6.79512278,1.31547582,16.02218796
LowNewVAVAuto.Baltimore.hsp21.11.csp22.5,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,22.5,4.00086338,3.75431108,6.5376126,1.24902158,15.54658062
LowNewVAVAuto.Baltimore.hsp21.11.csp22.78,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,22.78,3.8140492,3.76579918,6.28999986,1.18610214,15.06072236
LowNewVAVAuto.Baltimore.hsp21.11.csp23.06,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,23.06,3.64367184,3.74299972,6.05193108,1.12618728,14.5695619
LowNewVAVAuto.Baltimore.hsp21.11.csp23.33,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,23.33,3.50422398,3.71807938,5.8439081,1.07298854,14.14397198
LowNewVAVAuto.Baltimore.hsp21.11.csp23.61,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,23.61,3.36937136,3.66876892,5.6318201,1.02014328,13.69487564
LowNewVAVAuto.Baltimore.hsp21.11.csp23.89,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,23.89,3.24618358,3.59966358,5.42609474,0.97012586,13.24683974
LowNewVAVAuto.Baltimore.hsp21.11.csp24.17,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,24.17,3.13342346,3.50899596,5.22726224,0.92293628,12.79738992
LowNewVAVAuto.Baltimore.hsp21.11.csp24.44,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,24.44,3.0293236,3.39729628,5.04203872,0.8792815,12.35271208
LowNewVAVAuto.Baltimore.hsp21.11.csp24.72,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,24.72,2.93441422,3.26827608,4.85964304,0.83721738,11.9043227
LowNewVAVAuto.Baltimore.hsp21.11.csp25,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,25,2.84745814,3.12370276,4.68025194,0.79727414,11.45345896
LowNewVAVAuto.Baltimore.hsp21.11.csp25.28,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,25.28,2.76226946,2.95739042,4.50404216,0.75839134,10.98686536
LowNewVAVAuto.Baltimore.hsp21.11.csp25.56,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,25.56,2.6908665,2.8110497,4.33490198,0.72339682,10.56498698
LowNewVAVAuto.Baltimore.hsp21.11.csp25.83,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,25.83,2.6290075,2.67442968,4.17866382,0.69176036,10.17863334
LowNewVAVAuto.Baltimore.hsp21.11.csp26.11,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,26.11,2.57086004,2.53922358,4.02330936,0.66047738,9.79864234
LowNewVAVAuto.Baltimore.hsp21.11.csp26.39,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,26.39,2.51571716,2.40825924,3.87078274,0.63043158,9.4299627
LowNewVAVAuto.Baltimore.hsp21.11.csp26.67,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,26.67,2.46393234,2.28312732,3.72143744,0.60144622,9.0747153
LowNewVAVAuto.Baltimore.hsp21.11.csp26.94,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,26.94,2.41674276,2.16842306,3.58092914,0.57475848,8.74562542
LowNewVAVAuto.Baltimore.hsp21.11.csp27.22,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,27.22,2.37467864,2.06679756,3.44395564,0.54913118,8.439335
LowNewVAVAuto.Baltimore.hsp21.11.csp27.5,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,27.5,2.33632606,1.97312536,3.3094565,0.52474106,8.14842096
LowNewVAVAuto.Baltimore.hsp21.11.csp27.78,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,27.78,2.30044784,1.88528558,3.17813868,0.50141138,7.87005546
LowNewVAVAuto.Baltimore.hsp21.11.csp28.06,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,28.06,2.26704398,1.8018643,3.05459742,0.47949562,7.6077733
LowNewVAVAuto.Baltimore.hsp21.11.csp28.33,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,28.33,2.23735166,1.72745676,2.94130708,0.45987748,7.37076496
LowNewVAVAuto.Baltimore.hsp21.11.csp28.61,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,28.61,2.2074826,1.6534027,2.8287237,0.44078956,7.13517054
LowNewVAVAuto.Baltimore.hsp21.11.csp28.89,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,28.89,2.17991116,1.58394388,2.72214948,0.42276208,6.91353858
LowNewVAVAuto.Baltimore.hsp21.11.csp29.17,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,29.17,2.1544606,1.51890356,2.62070072,0.40544156,6.70427842
LowNewVAVAuto.Baltimore.hsp21.11.csp29.44,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,29.44,2.13289832,1.46323046,2.52755874,0.3897117,6.5181712
LowNewVAVAuto.Baltimore.hsp21.11.csp29.72,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,29.72,2.11274996,1.4121526,2.43565394,0.37451206,6.33984054
LowNewVAVAuto.Baltimore.hsp21.11.csp30,Baltimore,LowNewVAVAuto,Low,New,TRUE,21.11,30,2.09489922,1.36513976,2.34763742,0.36001938,6.17246776
LowNewVAVAuto.Chicago.hsp17.67.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,17.67,22.22,2.61504504,6.3811977,5.01004878,1.30115988,15.31222338
LowNewVAVAuto.Chicago.hsp18.17.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,18.17,22.22,2.89093618,6.35415648,5.01022552,1.2963879,15.55647806
LowNewVAVAuto.Chicago.hsp18.89.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,18.89,22.22,3.38686862,6.30378558,5.01110922,1.28949504,15.99603044
LowNewVAVAuto.Chicago.hsp19.17.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,19.17,22.22,3.61380278,6.27904198,5.01163944,1.2866672,16.19592338
LowNewVAVAuto.Chicago.hsp19.44.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,19.44,22.22,3.85063438,6.25253098,5.0123464,1.2840161,16.40429984
LowNewVAVAuto.Chicago.hsp19.72.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,19.72,22.22,4.118042,6.22142474,5.0132301,1.28171848,16.6391873
LowNewVAVAuto.Chicago.hsp20.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,20,22.22,4.4061282,6.18660696,5.01429054,1.27924412,16.8910418
LowNewVAVAuto.Chicago.hsp20.28.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,20.28,22.22,4.71842778,6.14719394,5.01570446,1.27747672,17.16357488
LowNewVAVAuto.Chicago.hsp20.56.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,20.56,22.22,5.05529422,6.1019485,5.01747186,1.27570932,17.45519588
LowNewVAVAuto.Chicago.hsp20.83.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,20.83,22.22,5.40488594,6.05281478,5.01976948,1.27447214,17.75671432
LowNewVAVAuto.Chicago.hsp21.11.csp22.22,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,22.22,5.79671852,5.99555102,5.02277406,1.27358844,18.09340402
LowNewVAVAuto.Chicago.hsp21.11.csp22.5,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,22.5,5.56854718,6.0462754,4.84727124,1.20854812,17.67541392
LowNewVAVAuto.Chicago.hsp21.11.csp22.78,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,22.78,5.36370552,5.98954186,4.67813106,1.1470426,17.18319302
LowNewVAVAuto.Chicago.hsp21.11.csp23.06,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,23.06,5.17883548,5.90205556,4.5104048,1.08889514,16.68496296
LowNewVAVAuto.Chicago.hsp21.11.csp23.33,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,23.33,5.00987204,5.79212328,4.35452012,1.0356964,16.19698382
LowNewVAVAuto.Chicago.hsp21.11.csp23.61,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,23.61,4.85522454,5.66858202,4.20146328,0.98391158,15.7139534
LowNewVAVAuto.Chicago.hsp21.11.csp23.89,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,23.89,4.71118144,5.5169391,4.05406212,0.9349546,15.22190924
LowNewVAVAuto.Chicago.hsp21.11.csp24.17,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,24.17,4.58004036,5.34249672,3.90913532,0.8890022,14.72544658
LowNewVAVAuto.Chicago.hsp21.11.csp24.44,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,24.44,4.46339196,5.13889224,3.77463618,0.84693808,14.22863044
LowNewVAVAuto.Chicago.hsp21.11.csp24.72,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,24.72,4.3460366,4.89799562,3.63412788,0.80487396,13.68780604
LowNewVAVAuto.Chicago.hsp21.11.csp25,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,25,4.23698802,4.639425,3.49821482,0.76510746,13.14450728
LowNewVAVAuto.Chicago.hsp21.11.csp25.28,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,25.28,4.1365997,4.36954302,3.36742722,0.72693162,12.60527354
LowNewVAVAuto.Chicago.hsp21.11.csp25.56,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,25.56,4.05812714,4.14702736,3.24105812,0.69405798,12.14504258
LowNewVAVAuto.Chicago.hsp21.11.csp25.83,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,25.83,3.98336612,3.93458588,3.12069818,0.66330522,11.70672738
LowNewVAVAuto.Chicago.hsp21.11.csp26.11,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,26.11,3.91355382,3.72956748,2.99804062,0.63308268,11.27901658
LowNewVAVAuto.Chicago.hsp21.11.csp26.39,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,26.39,3.85010416,3.54133938,2.8782109,0.60409732,10.87852374
LowNewVAVAuto.Chicago.hsp21.11.csp26.67,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,26.67,3.79089626,3.366897,2.76368338,0.57652588,10.5027745
LowNewVAVAuto.Chicago.hsp21.11.csp26.94,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,26.94,3.73663708,3.20800774,2.6537511,0.55072184,10.15388974
LowNewVAVAuto.Chicago.hsp21.11.csp27.22,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,27.22,3.68750336,3.06272746,2.5441723,0.52544802,9.82462312
LowNewVAVAuto.Chicago.hsp21.11.csp27.5,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,27.5,3.64420206,2.93635836,2.4434305,0.50176486,9.53052776
LowNewVAVAuto.Chicago.hsp21.11.csp27.78,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,27.78,3.60390534,2.82059366,2.34056782,0.47931888,9.24915768
LowNewVAVAuto.Chicago.hsp21.11.csp28.06,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,28.06,3.56714342,2.7138427,2.2419469,0.45828682,8.98599182
LowNewVAVAuto.Chicago.hsp21.11.csp28.33,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,28.33,3.53373956,2.61628222,2.15127928,0.4391989,8.74527194
LowNewVAVAuto.Chicago.hsp21.11.csp28.61,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,28.61,3.50051244,2.51836826,2.059021,0.42081794,8.50349162
LowNewVAVAuto.Chicago.hsp21.11.csp28.89,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,28.89,3.46958294,2.42717042,1.96959056,0.40367416,8.27479006
LowNewVAVAuto.Chicago.hsp21.11.csp29.17,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,29.17,3.44077432,2.341805,1.88281122,0.38723734,8.05739986
LowNewVAVAuto.Chicago.hsp21.11.csp29.44,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,29.44,3.41444006,2.26191852,1.80204104,0.37168422,7.85485582
LowNewVAVAuto.Chicago.hsp21.11.csp29.72,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,29.72,3.39217082,2.19475732,1.72286152,0.3570148,7.67157644
LowNewVAVAuto.Chicago.hsp21.11.csp30,Chicago,LowNewVAVAuto,Low,New,TRUE,21.11,30,3.3713155,2.13201462,1.64739354,0.34322908,7.49872472
LowNewVAVAuto.Duluth.hsp17.67.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,17.67,22.22,5.7988394,11.32496898,2.31776836,1.31282472,20.75917344
LowNewVAVAuto.Duluth.hsp18.17.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,18.17,22.22,6.1841326,11.2768957,2.3179451,1.30858296,21.09232834
LowNewVAVAuto.Duluth.hsp18.89.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,18.89,22.22,6.83471254,11.1911768,2.31829858,1.30186684,21.65082674
LowNewVAVAuto.Duluth.hsp19.17.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,19.17,22.22,7.12014764,11.15158704,2.31847532,1.299039,21.89402098
LowNewVAVAuto.Duluth.hsp19.44.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,19.44,22.22,7.41353604,11.10969966,2.31865206,1.29603442,22.14269416
LowNewVAVAuto.Duluth.hsp19.72.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,19.72,22.22,7.74156548,11.06180312,2.31900554,1.29356006,22.42070618
LowNewVAVAuto.Duluth.hsp20.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,20,22.22,8.09398504,11.00931134,2.31953576,1.29126244,22.71886656
LowNewVAVAuto.Duluth.hsp20.28.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,20.28,22.22,8.47273886,10.95098714,2.32024272,1.2893183,23.038059
LowNewVAVAuto.Duluth.hsp20.56.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,20.56,22.22,8.88065478,10.88647704,2.32130316,1.2875509,23.38075786
LowNewVAVAuto.Duluth.hsp20.83.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,20.83,22.22,9.3044773,10.81701822,2.32271708,1.28649046,23.73547504
LowNewVAVAuto.Duluth.hsp21.11.csp22.22,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,22.22,9.77248482,10.73660152,2.32448448,1.2848998,24.1232426
LowNewVAVAuto.Duluth.hsp21.11.csp22.5,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,22.5,9.49906804,10.9879258,2.2322262,1.22003622,23.94402824
LowNewVAVAuto.Duluth.hsp21.11.csp22.78,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,22.78,9.23961372,10.85996604,2.1429725,1.15817722,23.40550146
LowNewVAVAuto.Duluth.hsp21.11.csp23.06,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,23.06,9.01391674,10.70796964,2.05672338,1.10126694,22.88464868
LowNewVAVAuto.Duluth.hsp21.11.csp23.33,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,23.33,8.81119596,10.50949062,1.97807408,1.0480682,22.35160084
LowNewVAVAuto.Duluth.hsp21.11.csp23.61,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,23.61,8.61801914,10.2535711,1.89871782,0.99557642,21.77065646
LowNewVAVAuto.Duluth.hsp21.11.csp23.89,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,23.89,8.44534416,9.96566164,1.82431028,0.94697292,21.18706098
LowNewVAVAuto.Duluth.hsp21.11.csp24.17,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,24.17,8.28362706,9.63126956,1.7514934,0.90066704,20.57182904
LowNewVAVAuto.Duluth.hsp21.11.csp24.44,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,24.44,8.13834678,9.27195714,1.6843322,0.85824944,19.95765754
LowNewVAVAuto.Duluth.hsp21.11.csp24.72,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,24.72,7.99854544,8.87005038,1.61469664,0.81618532,19.30424976
LowNewVAVAuto.Duluth.hsp21.11.csp25,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,25,7.87429722,8.45930662,1.55018654,0.77659556,18.66515792
LowNewVAVAuto.Duluth.hsp21.11.csp25.28,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,25.28,7.75658838,8.0337167,1.48762058,0.73859646,18.0212941
LowNewVAVAuto.Duluth.hsp21.11.csp25.56,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,25.56,7.65036764,7.62580078,1.42646854,0.7025415,17.40995044
LowNewVAVAuto.Duluth.hsp21.11.csp25.83,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,25.83,7.56500222,7.28451584,1.3706187,0.67196548,16.89687422
LowNewVAVAuto.Duluth.hsp21.11.csp26.11,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,26.11,7.48087398,6.94004958,1.31441538,0.64103598,16.3811469
LowNewVAVAuto.Duluth.hsp21.11.csp26.39,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,26.39,7.40841058,6.6507262,1.25944924,0.61364128,15.93699928
LowNewVAVAuto.Duluth.hsp21.11.csp26.67,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,26.67,7.33895176,6.36476088,1.20748768,0.58660006,15.50257236
LowNewVAVAuto.Duluth.hsp21.11.csp26.94,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,26.94,7.2755021,6.10000436,1.15835396,0.5611495,15.0997819
LowNewVAVAuto.Duluth.hsp21.11.csp27.22,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,27.22,7.21222918,5.83436414,1.1090435,0.5355222,14.695931
LowNewVAVAuto.Duluth.hsp21.11.csp27.5,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,27.5,7.1570863,5.61202522,1.06450502,0.51289948,14.351288
LowNewVAVAuto.Duluth.hsp21.11.csp27.78,Duluth,LowNewVAVAuto,Low,New,TRUE,21.11,27.78,7.10530148,5.39198392,1.01837588,0.49027676,14.01071002
